like1,parStageTemperatureSum_1,parStageTemperatureSum_2,parStageTemperatureSum_3,parStageTemperatureSum_4,parStageTemperatureSum_5,parBaseDaylength_2,parBaseDaylength_3,parBaseDaylength_4,parDaylengthRequirement_2,parDaylengthRequirement_3,parDaylengthRequirement_4,parSpecificLeafArea_1,parSpecificLeafArea_2,parSpecificLeafArea_3,parSpecificLeafArea_4,parSpecificLeafArea_5,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,chain
805.601,72.85931,399.88654,308.25998,221.27438,415.8385,3.3018956,8.283038,3.789773,10.0036745,12.34883,12.615193,0.0016567647,0.0014868525,0.0029589823,0.0015442602,0.002196716,177.0,199.0,240.0,6437.7,12772.4,17389.4,420.3,0.032,37.02083,177.0,199.0,240.0,6437.7,12772.4,17389.4,420.3,0.032,37.02083,178.0,204.0,256.0,8979.8,13726.0,20655.7,452.7,0.028,43.473713,178.0,204.0,256.0,8979.8,13726.0,20655.7,491.3,0.031,43.473713,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
740.9114,53.543594,202.28995,329.34048,86.502975,386.0662,0.60650665,8.983138,7.1140456,19.27118,16.542,10.508801,0.0018127915,0.0025514534,0.002098591,0.0013401025,0.0014404323,157.0,178.0,213.0,7258.3,11907.1,17581.5,411.5,0.031,41.283737,157.0,178.0,213.0,7258.3,11907.1,17581.5,411.5,0.031,41.283737,158.0,178.0,217.0,7526.2,12716.2,18462.1,414.8,0.03,40.76568,158.0,178.0,217.0,7526.2,12716.2,18462.1,435.0,0.031,40.76568,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1289.3336,122.00357,187.18213,198.10109,267.64362,282.2762,1.9217603,1.1221346,0.35341308,11.182207,19.964764,10.828192,0.0021244993,0.001086646,0.0011479214,0.0011364355,0.0027143224,192.0,216.0,243.0,5408.2,13265.4,16282.2,414.8,0.033,33.215412,192.0,216.0,243.0,5408.2,13265.4,16282.2,414.8,0.033,33.215412,158.0,185.0,212.0,6438.5,13884.8,17516.3,405.5,0.031,36.75719,158.0,185.0,212.0,6438.5,13884.8,17516.3,418.7,0.032,36.75719,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
899.248,92.866585,155.39507,187.63644,246.27658,430.12598,5.432807,7.840935,3.578815,12.800732,15.397727,16.179165,0.0028050635,0.0018470513,0.0016815003,0.0015638319,0.002242458,149.0,175.0,215.0,9581.3,12873.1,19684.6,456.2,0.03,48.67409,149.0,175.0,215.0,9581.3,12873.1,19684.6,456.2,0.03,48.67409,149.0,173.0,219.0,10451.3,13066.8,20365.6,415.2,0.025,51.3184,149.0,173.0,219.0,10451.3,13066.8,20365.6,455.3,0.028,51.3184,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1386.6885,56.403843,268.09158,331.5036,140.83426,404.32288,0.6213919,4.8798547,0.88357997,15.771815,11.965048,10.796865,0.0015477169,0.001254055,0.0018298404,0.0029588635,0.0013002902,161.0,183.0,220.0,6345.1,10764.0,15687.8,370.4,0.032,40.44608,161.0,183.0,220.0,6345.1,10764.0,15687.8,370.4,0.032,40.44608,161.0,185.0,225.0,7440.7,12363.3,17986.3,420.4,0.031,41.36871,161.0,185.0,225.0,7440.7,12363.3,17986.3,421.2,0.031,41.36871,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
266.1673,125.56485,304.23587,265.16858,285.3444,500.6499,8.805052,4.2099347,2.7040615,11.514132,19.629044,15.135772,0.0014302152,0.0019160386,0.0013347621,0.0014212448,0.002233093,219.0,nan,nan,nan,nan,nan,nan,nan,nan,219.0,nan,nan,nan,nan,nan,nan,nan,nan,174.0,204.0,265.0,8488.5,13305.4,19528.3,460.7,0.031,43.467686,174.0,204.0,265.0,8488.5,13305.4,19528.3,460.8,0.031,43.467686,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1552.4556,71.99255,389.7509,288.91315,155.03223,335.86618,3.1634495,3.1023846,6.391529,13.668213,18.5081,11.730964,0.0012326826,0.0014889835,0.0027613607,0.0023822028,0.0023865316,176.0,195.0,225.0,6213.8,10606.9,15237.0,365.0,0.032,40.780994,176.0,195.0,225.0,6213.8,10606.9,15237.0,365.0,0.032,40.780994,177.0,200.0,237.0,7099.0,12044.7,17432.1,414.6,0.032,40.72372,177.0,200.0,237.0,7099.0,12044.7,17432.1,414.6,0.032,40.72372,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1653.589,123.799194,201.41287,328.12543,174.44432,255.65762,8.606345,3.8972785,1.9789748,16.03871,15.827913,18.756315,0.0010178206,0.0024854187,0.0015571758,0.001657787,0.0029884484,197.0,221.0,nan,nan,11502.2,nan,nan,nan,nan,197.0,221.0,nan,nan,11502.2,nan,nan,nan,nan,161.0,188.0,211.0,5264.1,10580.0,14125.2,333.2,0.033,37.267437,161.0,188.0,211.0,5264.1,10580.0,14125.2,333.2,0.033,37.267437,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
207.75313,103.12524,259.05774,273.61163,240.11137,418.4584,7.3851748,6.3536477,6.7646995,18.08405,17.004322,11.426932,0.00289053,0.0025148105,0.0017788009,0.0013795517,0.0010622942,203.0,228.0,nan,nan,13827.0,nan,nan,nan,nan,203.0,228.0,nan,nan,13827.0,nan,nan,nan,nan,170.0,198.0,244.0,8351.5,14443.9,20275.2,441.2,0.027,41.190716,170.0,198.0,244.0,8351.5,14443.9,20275.2,486.3,0.03,41.190716,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
944.1569,135.37442,272.08722,386.53467,189.81416,541.99146,9.644832,5.259851,3.8617823,13.629557,17.037544,10.831608,0.002505207,0.001242039,0.0020804412,0.0028935159,0.0023390132,215.0,243.0,nan,nan,14171.9,nan,nan,nan,nan,215.0,243.0,nan,nan,14171.9,nan,nan,nan,nan,172.0,201.0,265.0,10384.6,14417.5,22502.0,473.1,0.026,46.149677,172.0,201.0,265.0,10384.6,14417.5,22502.0,504.6,0.028,46.149677,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1340.6158,131.0521,337.39746,323.99792,115.67868,558.05566,6.2504306,2.1970992,8.137023,12.962043,14.672095,19.628956,0.0018628637,0.0011998087,0.0023047247,0.0010199064,0.0028756885,225.0,nan,nan,nan,nan,nan,nan,nan,nan,225.0,nan,nan,nan,nan,nan,nan,nan,nan,180.0,202.0,274.0,10946.2,13435.1,22300.6,474.1,0.026,49.084778,180.0,202.0,274.0,10946.2,13435.1,22300.6,507.6,0.028,49.084778,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
924.4527,120.56358,161.25676,220.27058,258.61346,351.73056,0.3533362,8.333271,2.377784,16.035833,11.884568,12.383993,0.0017109514,0.00160323,0.0012812087,0.0021369194,0.0016257303,186.0,208.0,243.0,6925.1,11970.0,16844.3,413.5,0.032,41.112423,186.0,208.0,243.0,6925.1,11970.0,16844.3,413.5,0.032,41.112423,154.0,180.0,215.0,8367.7,12445.0,17837.1,409.9,0.03,46.911774,154.0,180.0,215.0,8367.7,12445.0,17837.1,413.5,0.03,46.911774,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
732.8883,144.54353,257.84393,399.17398,281.43106,274.67026,0.75503576,8.252699,5.559356,17.085875,12.527348,14.510119,0.0010016107,0.002504383,0.0017892768,0.0024032462,0.0021015564,214.0,nan,nan,nan,nan,nan,nan,nan,nan,214.0,nan,nan,nan,nan,nan,nan,nan,nan,186.0,217.0,255.0,6777.7,12793.5,17381.7,410.4,0.032,38.99331,186.0,217.0,255.0,6777.7,12793.5,17381.7,410.4,0.032,38.99331,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
752.15234,130.94708,226.87434,301.0298,237.32571,337.37994,0.40543687,9.660772,8.086846,14.065065,13.267208,12.499914,0.0017472162,0.001995704,0.0027575686,0.0012293668,0.0010801051,202.0,227.0,nan,nan,13153.4,nan,nan,nan,nan,202.0,227.0,nan,nan,13153.4,nan,nan,nan,nan,164.0,194.0,225.0,6394.5,13396.7,17955.1,423.5,0.032,35.61384,164.0,194.0,225.0,6394.5,13396.7,17955.1,429.5,0.032,35.61384,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1175.7609,75.92309,353.2443,249.96513,233.69028,336.74713,1.4339373,8.517508,3.0179439,10.841215,11.742021,12.967134,0.0018594292,0.002425884,0.0019803694,0.0010970836,0.0023965451,170.0,194.0,224.0,5695.7,12985.3,16707.6,409.5,0.033,34.090473,170.0,194.0,224.0,5695.7,12985.3,16707.6,409.5,0.033,34.090473,172.0,198.0,230.0,6330.8,13993.4,18234.1,422.9,0.031,34.719563,172.0,198.0,230.0,6330.8,13993.4,18234.1,442.9,0.032,34.719563,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
721.4874,54.254467,393.8344,180.83014,203.53079,578.9376,2.5721986,0.77283096,0.42395526,10.001276,11.28157,17.291222,0.00204103,0.0021267908,0.001600767,0.0018997268,0.0014600896,170.0,188.0,243.0,7804.3,12459.3,18400.3,444.3,0.031,42.413982,170.0,188.0,243.0,7804.3,12459.3,18400.3,444.3,0.031,42.413982,171.0,193.0,260.0,10120.3,13563.3,21424.4,460.8,0.026,47.237263,171.0,193.0,260.0,10120.3,13563.3,21424.4,500.5,0.029,47.237263,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
961.5442,122.817566,312.167,204.9265,125.22659,511.2845,6.033672,8.009163,1.4076725,16.783998,12.287664,19.358507,0.0012237636,0.001836306,0.0012550597,0.0011523335,0.0016323713,218.0,234.0,nan,nan,12324.2,nan,nan,nan,nan,218.0,234.0,nan,nan,12324.2,nan,nan,nan,nan,175.0,194.0,250.0,7672.4,10995.8,16959.2,404.5,0.031,45.24034,175.0,194.0,250.0,7672.4,10995.8,16959.2,404.5,0.031,45.24034,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
313.31253,93.40632,273.88998,161.16483,269.0317,429.123,2.8458745,2.9637427,8.616531,16.423548,17.1761,19.728464,0.0028476377,0.0028940248,0.0029938917,0.001039743,0.002767659,164.0,190.0,230.0,8110.4,13595.8,19167.9,462.4,0.031,42.31241,164.0,190.0,230.0,8110.4,13595.8,19167.9,462.4,0.031,42.31241,165.0,194.0,240.0,8988.2,14385.6,20567.7,446.3,0.027,43.700558,165.0,194.0,240.0,8988.2,14385.6,20567.7,482.6,0.029,43.700558,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
238.94221,69.31923,395.4735,303.86487,148.43098,382.73166,8.984995,1.7227002,2.509116,19.272947,18.377285,19.586546,0.0020941445,0.0018269412,0.0017263201,0.0019849658,0.0018156995,184.0,205.0,nan,nan,13324.2,nan,nan,nan,nan,184.0,205.0,nan,nan,13324.2,nan,nan,nan,nan,191.0,213.0,262.0,7940.1,14351.3,19926.8,451.5,0.028,39.846336,191.0,213.0,262.0,7940.1,14351.3,19926.8,491.0,0.031,39.846336,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1942.4559,51.914955,236.3685,224.01357,74.8469,596.5152,9.880209,2.640949,9.224832,16.195877,13.616536,12.816646,0.0011088921,0.0029087628,0.002615339,0.0015729878,0.0021428487,156.0,171.0,226.0,9219.6,8298.7,16149.1,371.1,0.029,57.09049,156.0,171.0,226.0,9219.6,8298.7,16149.1,371.1,0.029,57.09049,158.0,171.0,240.0,10071.0,8909.1,17306.8,398.3,0.029,58.191,158.0,171.0,240.0,10071.0,8909.1,17306.8,398.3,0.029,58.191,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
454.89935,110.45968,280.573,254.5676,91.937675,460.9415,1.7645836,5.942362,1.6915871,11.873776,13.620949,15.026467,0.0021605913,0.0013979852,0.0014059664,0.002294089,0.0014973211,208.0,223.0,nan,nan,13104.3,nan,nan,nan,nan,208.0,223.0,nan,nan,13104.3,nan,nan,nan,nan,168.0,187.0,236.0,8887.9,13050.4,20108.3,440.0,0.027,44.200157,168.0,187.0,236.0,8887.9,13050.4,20108.3,471.5,0.03,44.200157,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
586.19196,149.21161,336.67615,183.58109,260.9635,426.62445,4.4633656,1.4431577,1.5933661,13.110063,11.299967,10.138034,0.0028830802,0.001340882,0.0011217935,0.0026523173,0.0022729621,227.0,nan,nan,nan,nan,nan,nan,nan,nan,227.0,nan,nan,nan,nan,nan,nan,nan,nan,195.0,215.0,278.0,9339.3,14097.5,20600.1,466.4,0.027,45.33619,195.0,215.0,278.0,9339.3,14097.5,20600.1,504.7,0.03,45.33619,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
2341.094,63.84658,298.49976,346.0823,166.938,226.31732,2.3510115,8.37863,4.4057283,14.700613,15.509661,18.594522,0.0014584573,0.0018866969,0.0024421318,0.0026753163,0.001957643,164.0,189.0,209.0,3784.0,11520.0,14141.0,345.9,0.035,26.75907,164.0,189.0,209.0,3784.0,11520.0,14141.0,345.9,0.035,26.75907,165.0,193.0,213.0,4398.0,12944.0,16045.3,387.3,0.035,27.409895,165.0,193.0,213.0,4398.0,12944.0,16045.3,387.3,0.035,27.409895,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
858.10785,75.84445,307.32083,301.6416,254.82323,339.37756,2.4181452,4.10809,2.6426022,17.356232,19.55138,12.722189,0.0022837745,0.0022513429,0.002890293,0.0013085268,0.0013667385,168.0,197.0,227.0,5869.5,13970.0,17765.8,435.7,0.033,33.038197,168.0,197.0,227.0,5869.5,13970.0,17765.8,435.7,0.033,33.038197,170.0,201.0,239.0,7189.5,14675.6,19673.3,443.4,0.029,36.544453,170.0,201.0,239.0,7189.5,14675.6,19673.3,474.8,0.032,36.544453,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
720.1341,109.71194,351.41064,329.85593,130.53233,371.38126,3.667972,2.4082441,4.2340603,14.11082,16.543228,15.578226,0.001266207,0.0016126997,0.0019638047,0.001193452,0.0022666284,219.0,242.0,nan,nan,13014.9,nan,nan,nan,nan,219.0,242.0,nan,nan,13014.9,nan,nan,nan,nan,179.0,201.0,243.0,7059.2,12091.0,17517.9,417.7,0.032,40.297066,179.0,201.0,243.0,7059.2,12091.0,17517.9,417.7,0.032,40.297066,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1323.0656,105.80742,210.47882,151.0417,244.5676,404.5463,6.049211,2.7644885,3.1070225,10.22683,10.676152,17.830482,0.0010843262,0.0029080699,0.0022691619,0.0024729285,0.0010170486,190.0,210.0,nan,nan,10761.5,nan,nan,nan,nan,190.0,210.0,nan,nan,10761.5,nan,nan,nan,nan,158.0,180.0,220.0,8901.1,10689.9,16614.1,381.5,0.029,53.575577,158.0,180.0,220.0,8901.1,10689.9,16614.1,381.5,0.029,53.575577,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
