like1,parCriticalOxygenContent_1,parCriticalOxygenContent_2,parCriticalOxygenContent_3,parCriticalOxygenContent_4,parCriticalOxygenContent_5,parCriticalOxygenContent_6,parTimeUnderAnoxiaThreshold_1,parTimeUnderAnoxiaThreshold_2,parTimeUnderAnoxiaThreshold_3,parTimeUnderAnoxiaThreshold_4,parTimeUnderAnoxiaThreshold_5,parTimeUnderAnoxiaThreshold_6,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,chain
2132.2773,0.07282684,0.05988762,0.08190602,0.053274475,0.056688786,0.10075629,4.1091433,13.596615,6.488566,4.3221216,5.0354342,0.35873818,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.079988465,0.10828912,0.087194316,0.10949305,0.05983391,0.091446556,9.048726,13.579772,3.3561237,9.799586,5.218167,12.217918,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.09185535,0.1027608,0.099808134,0.109722026,0.064376496,0.09603299,12.469184,10.624325,2.7876148,0.65930164,3.067394,0.43857804,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.1068066,0.08252657,0.0597313,0.08298173,0.09935593,0.07638097,5.665056,3.2971072,8.583492,7.6590195,4.3921413,4.3935866,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.10803868,0.104350075,0.0911824,0.10278943,0.08954232,0.059515186,12.318743,0.54425734,2.5116627,13.188288,12.939323,1.6288908,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.1047811,0.07446236,0.074341185,0.059409898,0.056326248,0.10868301,1.471589,5.6817226,4.628493,12.680635,8.272283,12.31301,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.10190691,0.05510034,0.0623985,0.07176946,0.058938965,0.10851868,7.4516225,6.432602,12.932354,5.251475,1.7852907,8.150389,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.07978549,0.05373651,0.050073214,0.060067456,0.08998419,0.056205377,6.118065,5.613079,8.620873,6.407588,6.1353903,4.892486,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.077886164,0.07372138,0.05379384,0.057945177,0.09058389,0.07230156,0.30769864,11.125413,1.0800624,4.9991207,14.830641,11.096273,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.0735482,0.09089452,0.07766263,0.09100547,0.10108286,0.06470203,12.273241,12.392646,4.0921817,14.20838,6.19218,8.842333,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.0829103,0.0904795,0.0790135,0.053752847,0.09301622,0.108723275,12.480928,11.3961,7.1337013,4.9424915,12.911248,3.2103941,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.08673447,0.07803121,0.07629674,0.107338645,0.09958008,0.07481961,10.602703,4.165035,14.457514,11.1006155,11.503398,5.4111805,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.07912072,0.09349828,0.0777713,0.055311617,0.05998468,0.07770161,4.59269,12.186367,4.630465,7.9255514,11.982368,9.785522,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.05571362,0.08328951,0.093210295,0.10447456,0.06502839,0.094002046,1.6360805,9.57443,13.059568,2.6633282,13.14724,4.629255,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.08399311,0.099927545,0.104112215,0.093769014,0.104213305,0.054224003,5.27782,13.485269,12.954349,7.6763415,6.607902,7.341025,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2129.3694,0.070942715,0.05966931,0.103367336,0.07556322,0.06595286,0.05737749,12.012359,10.665829,3.6930833,13.797759,11.545707,11.539174,8119.1,8119.1,8119.1,8119.1,8119.1,8112.1,8112.1,8112.1,0.0
2132.2773,0.1010897,0.056452896,0.061999127,0.096748404,0.058350634,0.06187769,0.251721,1.3466837,6.9154963,12.528354,14.647408,1.3762465,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2131.2798,0.072595514,0.054426875,0.09853582,0.05967706,0.055247154,0.07334323,14.269941,14.657192,7.048674,14.759375,13.573636,11.864217,8119.1,8119.1,8119.1,8119.1,8119.1,8116.7,8116.7,8116.7,0.0
2132.2773,0.10000913,0.09084257,0.08541603,0.05340696,0.08607384,0.09323254,6.57893,9.181113,8.904771,14.607029,5.3287964,12.94269,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.0745738,0.063909814,0.08949504,0.084381975,0.07282817,0.09823714,3.8540633,8.084467,11.131144,5.472838,1.6160944,7.8356023,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.07701091,0.07495733,0.08731093,0.09620168,0.10017462,0.059062827,7.357216,0.43999228,13.705962,1.6989342,4.008079,0.31963035,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.07178204,0.06634661,0.08367502,0.07331993,0.07607503,0.051117327,6.0402393,4.7998796,14.553378,6.0438104,6.889706,6.086209,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.09213633,0.06259573,0.053000618,0.07494428,0.058601215,0.05645364,0.20468609,10.11005,14.823659,12.394415,4.34766,4.3649306,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2131.9033,0.060431186,0.052444115,0.09693067,0.07625492,0.07955147,0.06423202,3.6902034,12.267539,14.46031,4.790893,5.2991257,4.3182015,8119.1,8119.1,8119.1,8119.1,8119.1,8118.2,8118.2,8118.2,0.0
2129.6184,0.08805866,0.05519256,0.102789894,0.058143117,0.066004395,0.095147274,5.187676,8.046209,11.056491,13.333733,2.5081756,0.5962517,8119.1,8119.1,8119.1,8119.1,8119.1,8112.7,8112.7,8112.7,0.0
2132.2773,0.09018811,0.07678575,0.08314365,0.082930885,0.084940016,0.054516956,12.746175,1.5575917,0.2743195,9.994695,9.777342,13.376506,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.073871925,0.085223794,0.09275382,0.1059793,0.072404884,0.09709672,5.257813,9.442215,13.182124,14.29921,9.809187,14.650626,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2131.446,0.06447526,0.07355353,0.09806517,0.08570143,0.061005276,0.09047088,13.557695,6.9039855,8.367111,4.947931,13.568967,6.1249294,8119.1,8119.1,8119.1,8119.1,8119.1,8117.1,8117.1,8117.1,0.0
2127.4194,0.063409254,0.10004977,0.10656979,0.081110895,0.10535829,0.10836782,2.8800938,1.130555,6.257801,13.537299,1.8649558,11.053008,8119.1,8119.1,8119.1,8119.1,8119.1,8107.4,8107.4,8107.4,0.0
2132.2773,0.106043994,0.05182681,0.08617987,0.08660008,0.082323745,0.071373865,8.986775,14.541854,5.2990465,5.6170464,8.4395275,11.464795,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.074217305,0.09043124,0.06592255,0.059964098,0.08751871,0.051483866,2.4200842,9.320148,1.9929458,2.7801187,10.761902,0.41398564,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.082543634,0.08014104,0.05060527,0.079113886,0.05825443,0.08912554,10.157134,4.26742,0.66465837,1.3456339,5.784657,5.465708,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2131.6538,0.068919554,0.08652394,0.097547114,0.06342045,0.10064148,0.102012545,11.031699,3.8185492,3.3096855,9.732614,5.8302565,11.135332,8119.1,8119.1,8119.1,8119.1,8119.1,8117.6,8117.6,8117.6,0.0
2132.2773,0.06860013,0.062459506,0.08306074,0.0936988,0.076293714,0.10375506,0.7001201,12.684704,6.041564,1.405946,4.9803205,0.7132267,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.07717236,0.07924792,0.052473437,0.08691636,0.10789455,0.07775327,9.293804,5.8088274,7.807289,4.7857313,14.994328,8.352703,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.059154145,0.0941465,0.084886864,0.060375787,0.059829846,0.071086556,10.702822,5.490988,9.340278,11.00644,5.9187245,3.9339175,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.053414263,0.09635825,0.05957709,0.101822846,0.051474705,0.058038052,10.474103,10.028479,6.6516943,12.925619,2.5348823,14.698658,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2130.6565,0.07193286,0.07976124,0.100038216,0.07290464,0.09180429,0.06258365,11.177113,0.6925237,2.0109768,6.6621013,8.635987,0.13833195,8119.1,8119.1,8119.1,8119.1,8119.1,8115.2,8115.2,8115.2,0.0
2132.2773,0.07117722,0.10927827,0.0845318,0.092758596,0.10813596,0.05042705,11.218788,5.1166997,8.176075,12.849649,13.778779,11.177194,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.101306245,0.06226855,0.10921536,0.104599945,0.07740745,0.10687653,4.5906825,1.0133548,12.6405115,1.1312789,11.834376,3.3388302,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.060110215,0.07822284,0.06659801,0.07692146,0.077209756,0.08986706,4.5805607,6.0252423,3.4481263,14.3464985,13.013417,7.688759,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.08168729,0.0538038,0.09002095,0.10512885,0.103217825,0.054078817,7.6031256,12.471416,10.38559,3.9289823,14.1833,0.5834087,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.057190686,0.097841926,0.056491937,0.06570194,0.103718795,0.08361286,0.49947095,4.1223197,5.7573557,5.7356367,5.123002,9.931255,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.09466976,0.09390386,0.08900254,0.09458905,0.0532367,0.101363145,8.675291,10.920716,12.934078,0.52241904,10.049092,10.900456,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.054122563,0.07280983,0.060666107,0.05024233,0.084135614,0.050669193,1.264134,5.515013,13.924454,12.602403,1.8205813,3.7116077,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.060808674,0.06381091,0.066194475,0.10195318,0.09852417,0.06857889,13.212719,0.78586906,5.117796,3.543482,4.40262,5.4114203,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2127.6682,0.05218962,0.10988953,0.10695649,0.069766715,0.08980303,0.0660048,14.151709,9.081559,13.804627,14.623268,10.542165,14.060303,8119.1,8119.1,8119.1,8119.1,8119.1,8108.0,8108.0,8108.0,0.0
2132.2773,0.09428063,0.08217249,0.059114054,0.0632395,0.07453588,0.094134584,2.7752755,14.906069,1.3742505,9.96126,14.617285,4.5685763,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.06310169,0.099841885,0.07918624,0.07550742,0.09237839,0.10995727,1.1449882,4.641001,7.1984363,9.621072,0.45938864,10.22912,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.07490712,0.09338913,0.06740369,0.08277808,0.084720686,0.06372133,0.4953209,6.336187,9.143217,5.482365,8.126824,1.0673819,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.051744856,0.0965089,0.06869309,0.07758471,0.086845055,0.07485109,12.063042,8.591098,9.87988,6.705022,11.288299,13.468414,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.07459967,0.06302163,0.105702184,0.10197243,0.06264544,0.08321096,8.586819,14.440598,2.8331347,8.4083805,0.98698306,5.7470503,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.07056478,0.1074148,0.08038484,0.080946684,0.060735878,0.08407517,2.5646791,12.662025,3.539221,2.632377,8.525247,0.6390232,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.06989582,0.06944167,0.08789188,0.06760827,0.075793654,0.061372694,4.716063,4.793525,2.6177707,3.0460567,13.674772,13.4832325,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.08299708,0.06076457,0.066846505,0.09654184,0.058707487,0.0787923,2.9994879,6.688438,13.922805,2.0286863,5.5630484,9.499459,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.0985135,0.06613318,0.091907516,0.08521675,0.08563282,0.05010978,13.943381,1.6837134,5.114855,9.925885,7.598262,8.403918,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.08157854,0.07804874,0.06384685,0.08213074,0.103878796,0.10038887,6.3546934,5.6277885,2.1199656,2.6122677,13.755427,11.297877,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.0697217,0.08147216,0.058778707,0.105117545,0.092073604,0.051298473,14.030853,12.508128,1.621102,4.234163,12.761581,2.9659379,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.05110863,0.070702,0.07937104,0.07556389,0.055742998,0.055141624,8.045218,10.907913,1.5712055,5.277563,8.459721,8.828782,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.06333582,0.09483169,0.06980787,0.07920649,0.055103566,0.066003695,1.3986405,14.059692,0.77355987,1.7005697,6.1179976,12.402015,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.10103301,0.084300816,0.06622435,0.058087207,0.06479047,0.053162687,4.178097,8.525093,1.2535158,3.1335003,4.4403987,6.3339105,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.08434587,0.08587163,0.060506884,0.08919115,0.10913631,0.097143434,10.743728,11.30886,1.6645862,2.2553828,7.561512,13.839164,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.06290828,0.08831861,0.07990211,0.09644462,0.09845109,0.062493805,10.189885,1.8031926,7.978203,13.984334,0.37477142,1.4448379,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.0647259,0.07105,0.10430664,0.09183872,0.06006968,0.05336088,0.44040412,9.945174,0.61284244,9.161645,1.012553,14.487242,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.09493633,0.07569085,0.07069658,0.07411647,0.09656653,0.07932994,9.506245,1.7153223,5.4830837,13.917743,0.76263064,8.528591,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.10629886,0.06756267,0.08144957,0.061667655,0.070497505,0.06932035,1.510362,3.6961324,2.9713979,5.1265736,10.215996,0.48397616,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2127.5022,0.07972054,0.06471852,0.10705923,0.05701744,0.096966356,0.075273134,7.867487,14.198598,10.035209,7.000183,11.337687,4.634586,8119.1,8119.1,8119.1,8119.1,8119.1,8107.6,8107.6,8107.6,0.0
2132.2773,0.10953694,0.07911484,0.08610029,0.053235523,0.09187011,0.098962,1.9029039,2.8059533,0.91380835,13.904176,4.213545,13.624573,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.08997108,0.08717186,0.08626571,0.051909663,0.052956827,0.07763463,14.708902,11.49308,11.920616,9.040046,3.0081453,2.8808887,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.083608106,0.057964,0.07355989,0.09473058,0.056033876,0.10382426,12.831192,11.800406,14.885364,1.7668296,6.293713,1.1725415,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.06014898,0.08909811,0.081854194,0.08122298,0.073424,0.08217907,4.4200964,13.370583,8.127504,8.974431,6.337328,7.3457704,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.07173231,0.05784004,0.056585047,0.06833228,0.08719358,0.08872392,3.4835234,4.134458,14.281797,1.2444481,11.010488,3.149211,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.05189192,0.07823958,0.08281584,0.06717079,0.0743132,0.08007179,1.3870054,0.7439705,8.620311,10.820399,0.45834935,5.5539603,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.101780236,0.10226161,0.08868352,0.07124127,0.06422777,0.102060355,5.49231,0.7922676,5.9939647,1.3888409,12.55578,4.7375207,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.06777337,0.08587574,0.07040919,0.07192905,0.08543621,0.059780005,5.0077796,8.514619,11.425518,8.303457,12.117265,14.261696,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.05565116,0.07100549,0.06866479,0.068947025,0.08992921,0.06410249,14.066025,10.290698,3.3752122,10.781525,0.22503993,1.1205145,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.103471234,0.050680574,0.08797477,0.05735214,0.0534746,0.08511203,14.311467,14.26105,3.6666198,2.546158,0.39920232,5.7087016,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.050842363,0.050997175,0.0521065,0.063688554,0.05467939,0.09999894,6.891594,4.0677023,9.53995,6.669735,14.774871,2.904043,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.053920455,0.08834951,0.07112932,0.060857426,0.08253663,0.09674502,13.452371,10.966411,12.047842,5.6217437,4.8174195,6.4316187,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.06350323,0.08967379,0.06673006,0.09340207,0.05549436,0.10892657,11.383674,4.790357,13.556249,11.53015,11.342685,9.236198,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.10406924,0.103021994,0.07289646,0.06447515,0.06999294,0.058496255,5.361276,11.501802,13.347726,4.1909475,5.741289,11.421265,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.07529567,0.06400145,0.10355804,0.10698481,0.10289255,0.07302257,3.9953184,11.186541,7.821808,0.9059723,7.2832203,4.476281,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.083253704,0.08562793,0.08110322,0.08296951,0.08577096,0.07831177,13.665773,4.781937,12.448744,0.24072263,1.1256351,11.132675,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.06523579,0.08855424,0.07185825,0.06145341,0.100343056,0.09763208,1.548587,4.669309,8.226431,6.5652604,8.592735,9.819092,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2127.8755,0.0725828,0.10454585,0.1061396,0.06671472,0.06574556,0.07108218,10.919007,14.414084,9.793723,8.923231,13.216012,13.105774,8119.1,8119.1,8119.1,8119.1,8119.1,8108.5,8108.5,8108.5,0.0
2132.2773,0.10958799,0.05792576,0.07859819,0.07975681,0.056358032,0.055197995,3.8358846,10.016851,0.18119353,5.370702,3.0786026,2.5099218,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.098888874,0.07410437,0.104418784,0.10453164,0.08836492,0.06008992,2.8430872,11.258444,12.109183,10.232611,12.3259945,14.342879,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2127.6682,0.0786636,0.093962885,0.10675713,0.07029773,0.060771152,0.09146737,12.366032,7.2409763,11.0655,2.560238,3.3583686,6.360716,8119.1,8119.1,8119.1,8119.1,8119.1,8108.0,8108.0,8108.0,0.0
2132.2773,0.07323194,0.09366125,0.09359341,0.09699046,0.10762041,0.08834366,7.5093923,3.5195541,11.802335,7.3728538,0.931711,8.203329,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.06553375,0.100603074,0.10114982,0.101870485,0.094995335,0.06868577,6.7012506,7.9078274,12.277431,12.413357,5.8178167,9.808529,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.055374157,0.0619079,0.054883983,0.08645785,0.10827494,0.05098353,13.274365,13.6829815,6.8845267,9.169475,0.5693926,11.094892,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.062323995,0.052749265,0.058121085,0.09608465,0.082440555,0.08785655,7.1747003,14.89305,6.528361,9.868173,5.6795263,14.3649235,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.052881025,0.05502419,0.073006146,0.093946196,0.056013312,0.06437881,9.915829,1.7535843,5.497518,0.5386686,1.8193028,0.77394056,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.07796336,0.06859023,0.0701538,0.10600197,0.06346757,0.066836715,9.195373,6.3130693,7.1627016,9.022032,3.5355494,12.134621,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2130.7812,0.08427777,0.076655194,0.09976527,0.08183322,0.08822537,0.054027885,10.247408,12.426382,14.173597,7.53409,5.647223,4.5192595,8119.1,8119.1,8119.1,8119.1,8119.1,8115.5,8115.5,8115.5,0.0
2128.8713,0.08595191,0.08436419,0.10473783,0.07538909,0.052780718,0.058394082,13.29865,3.6074889,2.6348958,13.470752,13.432554,3.665582,8119.1,8119.1,8119.1,8119.1,8119.1,8110.9,8110.9,8110.9,0.0
2132.2773,0.052378032,0.09465825,0.087694615,0.08793611,0.099733606,0.09741607,8.711219,2.7363122,11.04046,7.914328,12.885371,7.663761,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.053898875,0.084646374,0.070520274,0.08168309,0.1034568,0.05449129,3.1757252,10.860324,3.9375603,14.923059,9.659138,3.3143327,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.07446036,0.09377085,0.062144004,0.10031678,0.09776577,0.08595319,14.429104,14.071419,11.526478,3.839059,10.461846,1.439708,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.08964952,0.095684856,0.061350472,0.09618892,0.06377347,0.06713991,11.113416,11.5673485,6.9564743,12.92503,5.3310575,0.82030034,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
2132.2773,0.09004294,0.10404325,0.07668174,0.07003407,0.08059802,0.099050805,3.384243,5.8915033,13.970232,10.049497,2.7315354,10.0909195,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,8119.1,0.0
