like1,parStageTemperatureSum_1,parStageTemperatureSum_2,parStageTemperatureSum_3,parStageTemperatureSum_4,parStageTemperatureSum_5,parBaseDaylength_2,parBaseDaylength_3,parBaseDaylength_4,parDaylengthRequirement_2,parDaylengthRequirement_3,parDaylengthRequirement_4,parSpecificLeafArea_1,parSpecificLeafArea_2,parSpecificLeafArea_3,parSpecificLeafArea_4,parSpecificLeafArea_5,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,chain
1338.9543,54.75152,354.66974,191.95766,278.39264,310.98892,8.572375,7.2181506,0.32781482,13.151108,12.27035,16.955807,0.0026077593,0.002362308,0.0017063218,0.0023057358,0.0014610435,166.0,189.0,219.0,5351.3,13297.6,16881.2,417.6,0.033,31.69976,166.0,189.0,219.0,5351.3,13297.6,16881.2,417.6,0.033,31.69976,167.0,195.0,222.0,5516.5,14454.3,17841.3,416.8,0.031,30.919832,167.0,195.0,222.0,5516.5,14454.3,17841.3,445.6,0.034,30.919832,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
691.21094,100.09967,364.35098,217.20322,217.34343,586.3056,1.1679289,3.237029,2.958544,12.067074,14.891984,13.578604,0.0022552924,0.0027426365,0.00207644,0.0021711246,0.0024206792,178.0,197.0,nan,nan,13257.3,nan,nan,nan,nan,178.0,197.0,nan,nan,13257.3,nan,nan,nan,nan,177.0,200.0,274.0,9750.6,13935.3,21060.9,468.2,0.027,46.297165,177.0,200.0,274.0,9750.6,13935.3,21060.9,511.3,0.03,46.297165,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
273.44403,129.20198,351.19034,364.70325,72.281845,413.62634,6.135891,8.7023,9.717641,11.309614,13.352885,12.865361,0.0022684988,0.0026818032,0.001708132,0.002027745,0.0017607055,227.0,nan,nan,nan,nan,nan,nan,nan,nan,227.0,nan,nan,nan,nan,nan,nan,nan,nan,182.0,201.0,250.0,7604.4,13617.6,19480.0,438.9,0.028,39.03696,182.0,201.0,250.0,7604.4,13617.6,19480.0,477.9,0.031,39.03696,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1657.7148,137.49277,313.8579,313.35855,149.68861,263.45816,1.4467477,9.811861,7.7633276,17.173637,17.548697,10.239919,0.0029541466,0.0023080348,0.002390918,0.0029230695,0.0013317235,224.0,nan,nan,nan,nan,nan,nan,nan,nan,224.0,nan,nan,nan,nan,nan,nan,nan,nan,178.0,200.0,226.0,4614.2,13989.1,17000.6,418.4,0.033,27.141396,178.0,200.0,226.0,4614.2,13989.1,17000.6,432.3,0.034,27.141396,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1223.0981,111.735115,322.64755,193.27373,198.86656,588.11066,1.8878943,3.324165,7.261117,16.278633,16.014948,10.320213,0.001667264,0.0014806829,0.0028120605,0.0025048112,0.0016801468,217.0,235.0,nan,nan,13222.2,nan,nan,nan,nan,217.0,235.0,nan,nan,13222.2,nan,nan,nan,nan,174.0,195.0,263.0,10966.1,12720.9,21623.8,464.9,0.026,50.713104,174.0,195.0,263.0,10966.1,12720.9,21623.8,502.8,0.029,50.713104,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
952.9446,58.761288,378.85495,393.0046,299.72064,343.2516,4.0950074,5.737132,9.216929,14.85024,10.8223295,18.700193,0.001978625,0.001921915,0.0015375917,0.0013499139,0.0022963951,172.0,206.0,241.0,5487.8,14363.8,17846.2,434.3,0.033,30.750525,172.0,206.0,241.0,5487.8,14363.8,17846.2,434.3,0.033,30.750525,174.0,212.0,257.0,8047.4,15483.6,20905.4,458.5,0.028,38.49436,174.0,212.0,257.0,8047.4,15483.6,20905.4,496.8,0.031,38.49436,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1474.0627,59.361984,275.3441,257.0107,128.42032,290.61877,2.2024312,5.5499806,9.0835085,19.466745,18.476437,11.232748,0.0023967507,0.002434311,0.0024929782,0.001735021,0.0016658463,165.0,185.0,211.0,5349.5,12734.2,16711.3,411.4,0.033,32.011272,165.0,185.0,211.0,5349.5,12734.2,16711.3,411.4,0.033,32.011272,167.0,188.0,215.0,4979.5,13794.8,17223.8,407.2,0.032,28.910578,167.0,188.0,215.0,4979.5,13794.8,17223.8,427.5,0.034,28.910578,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
654.67426,136.63768,163.4283,350.70377,186.5782,494.6555,5.676049,9.959635,6.019885,17.852898,14.458032,11.539851,0.002751733,0.002308295,0.0022622242,0.002135675,0.0024330905,192.0,216.0,nan,nan,13435.4,nan,nan,nan,nan,192.0,216.0,nan,nan,13435.4,nan,nan,nan,nan,160.0,187.0,243.0,9682.2,14057.4,21515.9,452.3,0.027,45.00021,160.0,187.0,243.0,9682.2,14057.4,21515.9,487.6,0.029,45.00021,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
841.5592,119.26242,345.15765,278.13788,267.43283,265.64142,5.1651087,8.520547,4.1416664,10.773007,13.99914,15.96843,0.0024049326,0.0012751403,0.0025556267,0.0019751694,0.0014808156,224.0,nan,nan,nan,nan,nan,nan,nan,nan,224.0,nan,nan,nan,nan,nan,nan,nan,nan,179.0,205.0,238.0,6372.3,14259.7,18595.9,435.1,0.03,34.26723,179.0,205.0,238.0,6372.3,14259.7,18595.9,461.8,0.033,34.26723,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1010.0895,140.81712,388.84955,350.82538,77.62644,556.55756,6.4625807,7.114508,9.521903,15.8986,18.06592,18.759619,0.0027423555,0.0015091753,0.0016978678,0.0017125773,0.0018632853,240.0,nan,nan,nan,nan,nan,nan,nan,nan,240.0,nan,nan,nan,nan,nan,nan,nan,nan,189.0,209.0,291.0,10247.8,14138.6,21918.2,475.7,0.026,46.754753,189.0,209.0,291.0,10247.8,14138.6,21918.2,517.4,0.029,46.754753,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1083.8313,85.188126,223.94623,387.3703,77.93436,396.5701,4.1871142,4.941473,2.122545,19.162628,13.853858,16.115076,0.0013527597,0.0026327807,0.002395917,0.0026446737,0.002977244,165.0,186.0,223.0,7072.2,10938.4,17006.6,399.0,0.031,41.585033,165.0,186.0,223.0,7072.2,10938.4,17006.6,399.0,0.031,41.585033,165.0,189.0,229.0,6756.6,12282.3,17767.0,419.5,0.032,38.02893,165.0,189.0,229.0,6756.6,12282.3,17767.0,420.6,0.032,38.02893,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
181.45064,134.51591,349.85788,322.22565,58.124157,412.58505,4.0041223,9.060852,7.854918,10.598638,13.514891,14.351069,0.0029031078,0.0018960987,0.0012861565,0.0022723812,0.0019739317,228.0,nan,nan,nan,nan,nan,nan,nan,nan,228.0,nan,nan,nan,nan,nan,nan,nan,nan,183.0,199.0,247.0,7793.6,13806.3,19633.6,437.2,0.028,39.695217,183.0,199.0,247.0,7793.6,13806.3,19633.6,476.8,0.031,39.695217,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1577.431,106.6085,322.07767,266.27826,108.58086,246.33746,0.8552356,6.353965,4.32106,18.410843,18.585321,14.340103,0.002381841,0.002861892,0.0018428937,0.0015390817,0.0015829856,218.0,238.0,nan,nan,13880.1,nan,nan,nan,nan,218.0,238.0,nan,nan,13880.1,nan,nan,nan,nan,178.0,198.0,220.0,4266.5,13768.0,16429.0,416.0,0.034,25.969322,178.0,198.0,220.0,4266.5,13768.0,16429.0,420.7,0.035,25.969322,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
581.5885,104.38128,150.95969,381.46973,134.77281,386.3494,3.7255049,8.36024,1.666387,19.516329,11.505107,16.840666,0.002262082,0.0013312238,0.0023773033,0.0026627241,0.002849201,186.0,208.0,nan,nan,12587.8,nan,nan,nan,nan,186.0,208.0,nan,nan,12587.8,nan,nan,nan,nan,159.0,184.0,221.0,7042.0,13896.3,18888.6,420.7,0.03,37.281746,159.0,184.0,221.0,7042.0,13896.3,18888.6,445.9,0.032,37.281746,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
745.297,140.26073,289.93436,350.5795,209.33661,389.4595,7.049001,0.38969192,5.7480774,15.487491,11.704421,12.524949,0.0011718269,0.0027361256,0.0014592656,0.0014585467,0.0016681094,219.0,nan,nan,nan,nan,nan,nan,nan,nan,219.0,nan,nan,nan,nan,nan,nan,nan,nan,175.0,202.0,248.0,6910.2,12449.8,17511.9,415.6,0.032,39.460026,175.0,202.0,248.0,6910.2,12449.8,17511.9,415.6,0.032,39.460026,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1536.5192,81.18322,228.83199,261.52274,272.25635,413.69196,5.4665356,8.861678,3.269919,16.031563,19.466969,11.218321,0.0010801681,0.0027770705,0.0011629481,0.0025190827,0.002638451,160.0,188.0,227.0,6247.6,10748.8,15262.5,357.3,0.032,40.934315,160.0,188.0,227.0,6247.6,10748.8,15262.5,357.3,0.032,40.934315,160.0,192.0,235.0,6879.4,12190.8,16787.9,390.9,0.032,40.978325,160.0,192.0,235.0,6879.4,12190.8,16787.9,390.9,0.032,40.978325,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
591.0682,72.01317,187.53618,234.33484,211.60362,442.4384,7.6749434,6.9987154,5.531731,14.166511,19.025175,14.141004,0.0017266634,0.0025052268,0.0012637618,0.002953191,0.0011332416,153.0,179.0,218.0,8243.4,12278.3,17971.3,414.0,0.03,45.869804,153.0,179.0,218.0,8243.4,12278.3,17971.3,414.0,0.03,45.869804,153.0,178.0,223.0,9035.9,12994.5,19196.7,420.7,0.028,47.07007,153.0,178.0,223.0,9035.9,12994.5,19196.7,443.4,0.03,47.07007,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1920.89,76.990685,362.25003,194.0767,153.55719,295.52847,5.427576,0.5704279,3.9227636,15.863711,10.75851,16.647247,0.0011634463,0.0024914357,0.0018629374,0.0017468503,0.0021223791,171.0,187.0,216.0,5985.2,10061.0,14685.7,354.5,0.032,40.75529,171.0,187.0,216.0,5985.2,10061.0,14685.7,354.5,0.032,40.75529,173.0,192.0,219.0,5609.9,11383.2,15617.6,376.9,0.033,35.920372,173.0,192.0,219.0,5609.9,11383.2,15617.6,376.9,0.033,35.920372,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1822.0437,96.90129,175.53789,369.7523,120.37632,256.8485,0.2872983,5.7660623,9.536192,11.466231,15.28383,12.208196,0.001618752,0.0026561748,0.0019516582,0.0023027621,0.0020031084,157.0,181.0,202.0,4767.0,11861.9,15186.6,361.8,0.034,31.389515,157.0,181.0,202.0,4767.0,11861.9,15186.6,361.8,0.034,31.389515,157.0,181.0,205.0,5414.9,12664.0,16414.7,386.9,0.033,32.988113,157.0,181.0,205.0,5414.9,12664.0,16414.7,386.9,0.033,32.988113,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1209.034,98.78943,355.20447,291.4018,248.81157,272.96075,5.9964046,3.6765125,8.616866,13.27275,19.624187,11.300941,0.0023583332,0.002573252,0.0029676254,0.0024612725,0.0027147485,178.0,203.0,229.0,5105.3,13873.5,17214.5,429.8,0.034,29.656975,178.0,203.0,229.0,5105.3,13873.5,17214.5,429.8,0.034,29.656975,178.0,206.0,240.0,6349.3,14602.5,18825.9,437.5,0.03,33.72641,178.0,206.0,240.0,6349.3,14602.5,18825.9,466.4,0.033,33.72641,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
391.13797,104.63466,353.82364,197.56776,171.98547,447.04877,5.206642,7.87936,8.384609,19.464182,18.044064,12.133583,0.0015696256,0.0017301745,0.0017620033,0.0013341879,0.0016105569,230.0,nan,nan,nan,nan,nan,nan,nan,nan,230.0,nan,nan,nan,nan,nan,nan,nan,nan,186.0,204.0,258.0,8474.7,12831.7,19290.9,448.4,0.029,43.931076,186.0,204.0,258.0,8474.7,12831.7,19290.9,467.5,0.031,43.931076,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
627.0291,90.407646,285.49503,274.60486,270.39877,409.76245,5.583176,3.2094047,4.050595,15.587913,11.701658,11.477218,0.002548794,0.0018867438,0.0022150096,0.0029323688,0.0014518923,166.0,193.0,232.0,6514.9,13672.3,17964.8,438.9,0.032,36.264805,166.0,193.0,232.0,6514.9,13672.3,17964.8,438.9,0.032,36.264805,168.0,198.0,242.0,8270.0,14702.0,20388.3,441.4,0.027,40.56248,168.0,198.0,242.0,8270.0,14702.0,20388.3,480.9,0.03,40.56248,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
513.941,88.53015,154.83244,344.57913,268.35562,512.66205,9.066159,0.8080048,2.4144974,15.384277,18.450628,18.58377,0.0022890056,0.0027800966,0.0016717539,0.0013783184,0.0025320859,153.0,185.0,234.0,8364.9,13804.4,20020.6,463.0,0.031,41.781464,153.0,185.0,234.0,8364.9,13804.4,20020.6,463.0,0.031,41.781464,153.0,187.0,245.0,9275.5,14839.6,21196.1,460.1,0.028,43.76041,153.0,187.0,245.0,9275.5,14839.6,21196.1,493.5,0.031,43.76041,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1395.5648,134.92548,282.8887,165.34491,229.95459,254.76222,9.336171,5.9826746,4.1394024,10.473814,12.08749,11.025379,0.0026011686,0.0020157618,0.0020134333,0.0016807423,0.0024850538,214.0,232.0,nan,nan,13515.8,nan,nan,nan,nan,214.0,232.0,nan,nan,13515.8,nan,nan,nan,nan,170.0,192.0,214.0,4726.0,13601.1,16600.5,404.8,0.033,28.469023,170.0,192.0,214.0,4726.0,13601.1,16600.5,416.1,0.034,28.469023,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
653.11597,139.3445,290.44397,310.65195,270.45364,285.24075,0.80296093,6.6567693,1.4869281,17.498535,12.976819,17.218681,0.0019022933,0.0017264668,0.0018982851,0.002033454,0.0014847289,219.0,nan,nan,nan,nan,nan,nan,nan,nan,219.0,nan,nan,nan,nan,nan,nan,nan,nan,176.0,205.0,238.0,6756.7,14028.3,18661.0,434.6,0.031,36.2076,176.0,205.0,238.0,6756.7,14028.3,18661.0,453.7,0.032,36.2076,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
