like1,parStageTemperatureSum_1,parStageTemperatureSum_2,parStageTemperatureSum_3,parStageTemperatureSum_4,parStageTemperatureSum_5,parBaseDaylength_2,parBaseDaylength_3,parBaseDaylength_4,parDaylengthRequirement_2,parDaylengthRequirement_3,parDaylengthRequirement_4,parSpecificLeafArea_1,parSpecificLeafArea_2,parSpecificLeafArea_3,parSpecificLeafArea_4,parSpecificLeafArea_5,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,chain
978.12695,144.5806,179.08585,224.03297,70.10269,452.1499,1.5456598,2.210795,4.7589154,14.782652,10.289369,13.322873,0.0018030507,0.002525913,0.0026557937,0.0019249003,0.0023078048,194.0,204.0,nan,nan,11064.4,nan,nan,nan,nan,194.0,204.0,nan,nan,11064.4,nan,nan,nan,nan,168.0,184.0,229.0,8040.1,11988.4,18180.9,423.8,0.03,44.222782,168.0,184.0,229.0,8040.1,11988.4,18180.9,434.1,0.031,44.222782,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
758.19763,65.70311,359.2861,315.38937,230.17342,532.9311,1.038787,5.7842364,8.29063,17.165817,18.61985,15.017995,0.0014802564,0.0016316823,0.0022360187,0.0013958232,0.0023301404,172.0,198.0,nan,nan,12447.7,nan,nan,nan,nan,172.0,198.0,nan,nan,12447.7,nan,nan,nan,nan,173.0,202.0,271.0,9657.0,13534.1,21018.4,474.8,0.029,45.945457,173.0,202.0,271.0,9657.0,13534.1,21018.4,494.1,0.03,45.945457,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1145.1298,129.32285,334.87622,322.34793,117.20119,555.1366,1.8793207,2.7200136,9.34972,19.087223,17.65405,11.965322,0.0020541656,0.0013773515,0.0020407506,0.0011295936,0.0023430234,234.0,nan,nan,nan,nan,nan,nan,nan,nan,234.0,nan,nan,nan,nan,nan,nan,nan,nan,185.0,205.0,281.0,10533.3,13516.3,21893.2,474.2,0.026,48.112198,185.0,205.0,281.0,10533.3,13516.3,21893.2,514.6,0.029,48.112198,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
831.7568,147.06282,209.82953,365.76828,219.32082,335.4635,6.036669,2.9136052,4.9547834,11.868202,16.17392,15.080224,0.0014912804,0.0015066344,0.0016606341,0.00289313,0.0021056556,202.0,228.0,nan,nan,12801.8,nan,nan,nan,nan,202.0,228.0,nan,nan,12801.8,nan,nan,nan,nan,177.0,205.0,245.0,6368.1,12908.9,17458.3,419.1,0.032,36.47606,177.0,205.0,245.0,6368.1,12908.9,17458.3,419.1,0.032,36.47606,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1203.351,148.2326,382.13934,284.58878,55.834656,274.51328,6.0056925,1.866866,4.151028,17.35606,12.015168,17.343197,0.0011566138,0.0028245815,0.0013297885,0.0010520769,0.0022909467,243.0,nan,nan,nan,nan,nan,nan,nan,nan,243.0,nan,nan,nan,nan,nan,nan,nan,nan,203.0,217.0,256.0,5902.5,12108.7,16428.2,410.8,0.033,35.929073,203.0,217.0,256.0,5902.5,12108.7,16428.2,410.8,0.033,35.929073,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1531.2007,76.646996,178.84013,372.15598,121.80535,351.39627,0.2497423,3.5302992,7.0224857,18.157324,16.895638,17.14014,0.0015779077,0.001527412,0.0012294406,0.0013337359,0.0011014949,156.0,181.0,212.0,6169.6,10887.3,15375.4,361.4,0.032,40.126434,156.0,181.0,212.0,6169.6,10887.3,15375.4,361.4,0.032,40.126434,157.0,181.0,215.0,6749.0,11936.8,16989.2,396.6,0.032,39.72524,157.0,181.0,215.0,6749.0,11936.8,16989.2,396.6,0.032,39.72524,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
622.95337,105.599075,341.3283,286.47543,66.57456,570.58496,7.7813725,8.645106,4.4464355,17.251568,18.971462,11.769,0.0023268806,0.002329738,0.0011516821,0.00296719,0.0026241196,219.0,240.0,nan,nan,13852.8,nan,nan,nan,nan,219.0,240.0,nan,nan,13852.8,nan,nan,nan,nan,180.0,199.0,264.0,9634.1,13743.6,21128.6,458.8,0.027,45.597435,180.0,199.0,264.0,9634.1,13743.6,21128.6,497.6,0.029,45.597435,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
2085.2004,89.501495,366.33847,162.68408,202.8087,283.9863,2.8053014,8.443693,9.020259,14.5173645,13.97194,14.350694,0.0010517491,0.0021614376,0.0018574658,0.002630611,0.0010846002,175.0,191.0,218.0,6285.6,9633.8,14097.2,338.3,0.032,44.587578,175.0,191.0,218.0,6285.6,9633.8,14097.2,338.3,0.032,44.587578,175.0,196.0,221.0,5631.9,10903.0,14894.0,359.2,0.033,37.813213,175.0,196.0,221.0,5631.9,10903.0,14894.0,359.2,0.033,37.813213,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1777.1581,50.647087,264.56393,307.0868,116.38766,272.8486,6.5415716,2.126531,1.5385756,13.69748,19.916216,17.893381,0.001793411,0.0024310218,0.0026194265,0.0012854495,0.0027936487,159.0,182.0,204.0,4530.1,12526.3,15735.2,378.7,0.034,28.789593,159.0,182.0,204.0,4530.1,12526.3,15735.2,378.7,0.034,28.789593,160.0,184.0,210.0,5013.6,13577.9,16938.6,397.2,0.033,29.59867,160.0,184.0,210.0,5013.6,13577.9,16938.6,409.7,0.034,29.59867,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1622.4257,104.415306,154.29178,291.0987,140.8443,260.43106,2.858675,1.4550252,0.12854968,10.702159,18.30933,15.4280205,0.0016322812,0.0027854815,0.0012744903,0.0027268496,0.001381431,183.0,201.0,225.0,5221.1,11484.8,15377.7,384.4,0.033,33.95241,183.0,201.0,225.0,5221.1,11484.8,15377.7,384.4,0.033,33.95241,153.0,175.0,203.0,6731.3,11863.2,16546.4,387.0,0.032,40.68136,153.0,175.0,203.0,6731.3,11863.2,16546.4,388.0,0.032,40.68136,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1139.918,50.12359,190.6449,208.37917,107.4998,260.35373,5.595948,4.9945884,4.9854364,13.211438,10.262027,14.853116,0.0029579136,0.0018824958,0.0029292866,0.0022480167,0.0029892435,148.0,165.0,191.0,6531.0,11574.1,16597.7,394.7,0.032,39.348824,148.0,165.0,191.0,6531.0,11574.1,16597.7,394.7,0.032,39.348824,149.0,165.0,198.0,8465.4,11506.3,18099.9,381.0,0.026,46.770424,149.0,165.0,198.0,8465.4,11506.3,18099.9,419.8,0.029,46.770424,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1893.3547,71.30134,345.7505,352.5418,99.36322,250.36897,1.2254404,7.7745047,2.14118,16.887674,14.573184,16.017126,0.0018083825,0.0029298542,0.0015669393,0.0015460782,0.0011029041,172.0,191.0,216.0,4590.1,12474.9,15690.4,390.3,0.034,29.254194,172.0,191.0,216.0,4590.1,12474.9,15690.4,390.3,0.034,29.254194,174.0,196.0,218.0,4335.0,13429.2,16504.0,412.8,0.035,26.26636,174.0,196.0,218.0,4335.0,13429.2,16504.0,412.8,0.035,26.26636,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1796.1531,94.155396,256.27707,285.90033,96.494064,410.69388,1.6361982,0.96618676,4.3862677,16.862978,11.564576,14.692677,0.0013614194,0.0012327578,0.0018011823,0.0014499439,0.0026456635,164.0,183.0,220.0,6799.9,9183.4,14858.2,352.3,0.031,45.7653,164.0,183.0,220.0,6799.9,9183.4,14858.2,352.3,0.031,45.7653,165.0,186.0,225.0,7113.7,11093.9,16651.9,394.2,0.031,42.72005,165.0,186.0,225.0,7113.7,11093.9,16651.9,394.2,0.031,42.72005,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
528.91266,136.9732,219.30635,287.0029,256.31226,595.14703,5.89393,9.90307,5.6666503,14.344963,19.928278,19.137646,0.0012318905,0.0025373993,0.0023665663,0.0026193347,0.0016641389,202.0,241.0,nan,nan,13788.0,nan,nan,nan,nan,202.0,241.0,nan,nan,13788.0,nan,nan,nan,nan,165.0,200.0,276.0,9299.1,13138.4,19886.6,459.4,0.03,46.76063,165.0,200.0,276.0,9299.1,13138.4,19886.6,459.4,0.03,46.76063,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
694.079,101.50311,274.0559,231.87221,259.45825,416.56424,2.2110856,1.9413682,9.623693,11.351361,10.142269,14.499936,0.0021507277,0.0020034318,0.0024824464,0.0021870043,0.0015494793,166.0,191.0,229.0,6602.4,13037.5,17538.5,425.4,0.032,37.64518,166.0,191.0,229.0,6602.4,13037.5,17538.5,425.4,0.032,37.64518,166.0,194.0,238.0,8534.2,13879.7,20127.1,444.2,0.028,42.40154,166.0,194.0,238.0,8534.2,13879.7,20127.1,479.6,0.031,42.40154,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1321.5541,72.68432,252.2307,150.23796,73.603775,476.06686,0.86744386,9.885834,5.010456,17.47611,12.4975605,13.560795,0.0016908083,0.002367491,0.0012141074,0.0016869955,0.002076541,160.0,171.0,217.0,9016.5,9821.3,17346.1,406.8,0.029,51.979984,160.0,171.0,217.0,9016.5,9821.3,17346.1,406.8,0.029,51.979984,161.0,172.0,222.0,9454.8,10608.2,18284.6,415.9,0.028,51.709087,161.0,172.0,222.0,9454.8,10608.2,18284.6,432.5,0.029,51.709087,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
708.9922,55.523083,247.75897,381.7901,175.40288,435.66473,0.57001466,1.3709989,2.3451867,19.274101,11.241873,10.423191,0.0024466396,0.001052768,0.0025156485,0.002657791,0.0012145925,163.0,189.0,229.0,6136.5,13402.1,17974.1,434.6,0.033,34.140793,163.0,189.0,229.0,6136.5,13402.1,17974.1,434.6,0.033,34.140793,164.0,193.0,240.0,8234.1,14406.1,20685.9,447.1,0.028,39.805374,164.0,193.0,240.0,8234.1,14406.1,20685.9,480.5,0.03,39.805374,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
561.71545,59.35973,325.1065,379.6955,88.40077,538.7352,8.686399,9.813288,6.281117,12.502937,14.906392,14.97608,0.0023636855,0.0013189844,0.0022961085,0.002438432,0.0022520036,166.0,187.0,238.0,8212.8,12967.0,19595.6,466.8,0.031,41.91145,166.0,187.0,238.0,8212.8,12967.0,19595.6,466.8,0.031,41.91145,168.0,192.0,251.0,9742.9,13988.6,21855.0,454.7,0.026,44.57973,168.0,192.0,251.0,9742.9,13988.6,21855.0,494.9,0.029,44.57973,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
2728.4546,94.00554,173.51747,276.46127,191.49132,246.98083,4.0936766,1.038476,8.942103,19.979183,18.419725,13.243839,0.0012435456,0.0013166222,0.0023131224,0.002411192,0.0022700261,161.0,184.0,205.0,4908.1,8690.0,12332.8,300.8,0.033,39.797127,161.0,184.0,205.0,4908.1,8690.0,12332.8,300.8,0.033,39.797127,161.0,187.0,209.0,5360.2,10713.3,14208.8,340.7,0.033,37.72451,161.0,187.0,209.0,5360.2,10713.3,14208.8,340.7,0.033,37.72451,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
774.8368,145.60829,366.3596,187.54782,272.14694,238.3171,5.589061,8.844272,3.4108708,13.053678,16.308365,18.405573,0.002786838,0.0024728745,0.0018190377,0.0019583076,0.0014935446,233.0,nan,nan,nan,nan,nan,nan,nan,nan,233.0,nan,nan,nan,nan,nan,nan,nan,nan,199.0,222.0,258.0,6545.8,14430.2,18593.7,441.0,0.03,35.204395,199.0,222.0,258.0,6545.8,14430.2,18593.7,474.6,0.032,35.204395,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
745.5494,133.75601,350.00244,275.4106,288.1809,285.4584,5.1916914,4.060378,1.737724,10.67431,17.487404,16.188118,0.0027790167,0.0028937182,0.0013058145,0.0023919386,0.0015489634,228.0,nan,nan,nan,nan,nan,nan,nan,nan,228.0,nan,nan,nan,nan,nan,nan,nan,nan,181.0,208.0,245.0,6649.0,14614.5,18881.7,434.4,0.029,35.21399,181.0,208.0,245.0,6649.0,14614.5,18881.7,468.9,0.032,35.21399,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1442.4052,62.2542,154.22516,172.62505,137.88478,265.8552,2.476789,3.886464,7.6946387,13.8978615,12.399858,17.613983,0.0022020016,0.0026454767,0.001648307,0.0017833685,0.0029834148,144.0,162.0,189.0,7408.2,10532.6,16078.1,374.8,0.031,46.07634,144.0,162.0,189.0,7408.2,10532.6,16078.1,374.8,0.031,46.07634,144.0,161.0,196.0,9131.8,10202.0,17706.0,374.0,0.026,51.574608,144.0,161.0,196.0,9131.8,10202.0,17706.0,409.8,0.029,51.574608,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
738.25366,132.6076,336.8203,330.15854,252.61649,282.49496,0.11013061,5.393175,5.1381326,12.250563,14.566807,13.623111,0.0014255791,0.0014177928,0.0024635745,0.0017573256,0.0024134293,225.0,nan,nan,nan,nan,nan,nan,nan,nan,225.0,nan,nan,nan,nan,nan,nan,nan,nan,180.0,207.0,243.0,6626.2,13273.5,17948.2,430.9,0.032,36.918465,180.0,207.0,243.0,6626.2,13273.5,17948.2,430.9,0.032,36.918465,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1540.6187,99.73257,351.00266,287.56842,206.5228,272.98447,7.548055,2.985379,6.44045,11.221299,17.007042,10.774431,0.0014470372,0.0010031646,0.0016185612,0.0028612427,0.0025694866,177.0,198.0,224.0,5809.8,11527.7,15681.4,379.4,0.033,37.04899,177.0,198.0,224.0,5809.8,11527.7,15681.4,379.4,0.033,37.04899,177.0,201.0,229.0,5726.2,12724.2,16761.6,406.5,0.033,34.16261,177.0,201.0,229.0,5726.2,12724.2,16761.6,406.5,0.033,34.16261,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
465.99506,52.593605,322.30484,203.3885,239.69313,477.9932,6.237821,6.0672956,6.1642942,14.558271,12.535341,15.268125,0.0024836026,0.0019647472,0.0022878812,0.0014571085,0.0017279824,163.0,185.0,229.0,8045.4,13170.5,19129.8,458.8,0.031,42.056896,163.0,185.0,229.0,8045.4,13170.5,19129.8,458.8,0.031,42.056896,164.0,189.0,242.0,9500.4,14292.5,21133.9,447.6,0.026,44.95337,164.0,189.0,242.0,9500.4,14292.5,21133.9,487.1,0.029,44.95337,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
